1;43;3;1
2;53;3;1
3;63;3;1
4;23;3;1
5;13;3;1
6;33;3;1
7;33;3;1
8;23;3;1
9;45;2;1
10;34;3;1
11;12;4;2
12;42;5;2
13;21;3;2
14;34;2;2
15;23;3;3
16;2;2;3
17;3;1;3
18;34;2;4
19;45;3;5
20;56;4;4
21;34;4;3
22;24;4;1
23;46;4;1
24;35;4;1
25;34;4;2
26;24;4;2
27;46;3;2
28;35;4;2
29;13;5;3
30;43;6;3
31;22;4;3
32;35;3;3
33;24;4;4
34;3;3;4
35;4;2;4
36;35;3;5
37;46;4;6
38;57;5;5
39;35;5;4
40;25;5;2
41;47;5;2
42;36;5;2
43;35;5;3
44;25;5;3
45;47;4;3
46;36;5;3
47;14;6;4
48;44;7;4
49;23;5;4
50;36;4;4
51;25;5;5
52;4;4;5
53;5;3;5
54;36;4;6
55;47;5;7
56;58;6;6
57;36;6;5
58;26;6;3
59;48;6;3
60;37;6;3
61;36;6;4
62;26;6;4
63;48;5;4
64;37;6;4
65;15;7;5
66;45;8;5
67;24;6;5
68;37;5;5
69;26;6;6
70;5;5;6
71;6;4;6
72;37;5;7
73;48;6;8
74;59;7;7
75;37;7;6
76;27;7;4
77;49;7;4
78;38;7;4
79;37;7;5
80;27;7;5
81;49;6;5
82;38;7;5
83;16;8;6
84;46;9;6
85;25;7;6
86;38;6;6
87;27;7;7
88;6;6;7
89;7;5;7
90;38;6;8
91;49;7;9
92;60;8;8
93;38;8;7
94;28;8;5
95;50;8;5
96;39;8;5
97;38;8;6
98;28;8;6
99;50;7;6
100;39;8;6
101;17;9;7
102;47;10;7
103;26;8;7
104;39;7;7
105;28;8;8
106;7;7;8
107;8;6;8
108;39;7;9
109;50;8;10
110;61;9;9
111;39;9;8
112;29;9;6
113;51;9;6
114;40;9;6
115;39;9;7
116;29;9;7
117;51;8;7
118;40;9;7
119;18;10;8
120;48;11;8
121;27;9;8
122;40;8;8
123;29;9;9
124;8;8;9
125;9;7;9
126;40;8;10
127;51;9;11
128;62;10;10
129;40;10;9
130;30;10;7
131;52;10;7
132;41;10;7
133;40;10;8
134;30;10;8
135;52;9;8
136;41;10;8
137;19;11;9
138;49;12;9
139;28;10;9
140;41;9;9
141;30;10;10
142;9;9;10
143;10;8;10
144;41;9;11
145;52;10;12
146;63;11;11
147;41;11;10
148;31;11;8
149;53;11;8
150;42;11;8
151;41;11;9
152;31;11;9
153;53;10;9
154;42;11;9
155;20;12;10
156;50;13;10
157;29;11;10
158;42;10;10
159;31;11;11
160;10;10;11
161;11;9;11
162;42;10;12
163;53;11;13
164;64;12;12
165;42;12;11
166;32;12;9
167;54;12;9
168;43;12;9
169;42;12;10
170;32;12;10
171;54;11;10
172;43;12;10
173;21;13;11
174;51;14;11
175;30;12;11
176;43;11;11
177;32;12;12
178;11;11;12
179;12;10;12
180;43;11;13
181;54;12;14
182;65;13;13
183;43;13;12
184;33;13;10
185;55;13;10
186;44;13;10
187;43;13;11
188;33;13;11
189;55;12;11
190;44;13;11
191;22;14;12
192;52;15;12
193;31;13;12
194;44;12;12
195;33;13;13
196;12;12;13
197;13;11;13
198;44;12;14
199;55;13;15
200;66;14;14
201;44;14;13
202;34;14;11
203;56;14;11
204;45;14;11
205;44;14;12
206;34;14;12
207;56;13;12
208;45;14;12
209;23;15;13
210;53;16;13
211;32;14;13
212;45;13;13
213;34;14;14
214;13;13;14
215;14;12;14
216;45;13;15
217;56;14;16
218;67;15;15
219;45;15;14
220;35;15;12
221;57;15;12
222;46;15;12
223;45;15;13
224;35;15;13
225;57;14;13
226;46;15;13
227;24;16;14
228;54;17;14
229;33;15;14
230;46;14;14
231;35;15;15
232;14;14;15
233;15;13;15
234;46;14;16
235;57;15;17
236;68;16;16
237;46;16;15
238;36;16;13
239;58;16;13
240;47;16;13
241;46;16;14
242;36;16;14
243;58;15;14
244;47;16;14
245;25;17;15
246;55;18;15
247;34;16;15
248;47;15;15
249;36;16;16
250;15;15;16
251;16;14;16
252;47;15;17
253;58;16;18
254;69;17;17
255;47;17;16
256;37;17;14
257;59;17;14
258;48;17;14
259;47;17;15
260;37;17;15
261;59;16;15
262;48;17;15
263;26;18;16
264;56;19;16
265;35;17;16
266;48;16;16
267;37;17;17
268;16;16;17
269;17;15;17
270;48;16;18
271;59;17;19
272;70;18;18
273;48;18;17
274;38;18;15
275;60;18;15
276;49;18;15
277;48;18;16
278;38;18;16
279;60;17;16
280;49;18;16
281;27;19;17
282;57;20;17
283;36;18;17
284;49;17;17
285;38;18;18
286;17;17;18
287;18;16;18
288;49;17;19
289;60;18;20
290;71;19;19
291;49;19;18
292;39;19;16
293;61;19;16
294;50;19;16
295;49;19;17
296;39;19;17
297;61;18;17
298;50;19;17
299;28;20;18
300;58;21;18
301;37;19;18
302;50;18;18
303;39;19;19
304;18;18;19
305;19;17;19
306;50;18;20
307;61;19;21
308;72;20;20
309;50;20;19
310;40;20;17
311;62;20;17
312;51;20;17
313;50;20;18
314;40;20;18
315;62;19;18
316;51;20;18
317;29;21;19
318;59;22;19
319;38;20;19
320;51;19;19
321;40;20;20
322;19;19;20
323;20;18;20
324;51;19;21
325;62;20;22
326;73;21;21
327;51;21;20
328;41;21;18
329;63;21;18
330;52;21;18
331;51;21;19
332;41;21;19
333;63;20;19
334;52;21;19
335;30;22;20
336;60;23;20
337;39;21;20
338;52;20;20
339;41;21;21
340;20;20;21
341;21;19;21
342;52;20;22
343;63;21;23
344;74;22;22
345;52;22;21
346;42;22;19
347;64;22;19
348;53;22;19
349;52;22;20
350;42;22;20
351;64;21;20
352;53;22;20
353;31;23;21
354;61;24;21
355;40;22;21
356;53;21;21
357;42;22;22
358;21;21;22
359;22;20;22
360;53;21;23
361;64;22;24
362;75;23;23
363;53;23;22
364;43;23;20
365;65;23;20
366;54;23;20
367;53;23;21
368;43;23;21
369;65;22;21
370;54;23;21
371;32;24;22
372;62;25;22
373;41;23;22
374;54;22;22
375;43;23;23
376;22;22;23
377;23;21;23
378;54;22;24
379;65;23;25
380;76;24;24
381;54;24;23
382;44;24;21
383;66;24;21
384;55;24;21
385;54;24;22
386;44;24;22
387;66;23;22
388;55;24;22
389;33;25;23
390;63;26;23
391;42;24;23
392;55;23;23
393;44;24;24
394;23;23;24
395;24;22;24
396;55;23;25
397;66;24;26
398;77;25;25
399;55;25;24
400;45;25;22
401;67;25;22
402;56;25;22
403;55;25;23
404;45;25;23
405;67;24;23
406;56;25;23
407;34;26;24
408;64;27;24
409;43;25;24
410;56;24;24
411;45;25;25
412;24;24;25
413;25;23;25
414;56;24;26
415;67;25;27
416;78;26;26
417;56;26;25
418;46;26;23
419;68;26;23
420;57;26;23
421;56;26;24
422;46;26;24
423;68;25;24
424;57;26;24
425;35;27;25
426;65;28;25
427;44;26;25
428;57;25;25
429;46;26;26
430;25;25;26
431;26;24;26
432;57;25;27
433;68;26;28
434;79;27;27
435;57;27;26
436;47;27;24
437;69;27;24
438;58;27;24
439;57;27;25
440;47;27;25
441;69;26;25
442;58;27;25
443;36;28;26
444;66;29;26
445;45;27;26
446;58;26;26
447;47;27;27
448;26;26;27
449;27;25;27
450;58;26;28
451;69;27;29
452;80;28;28
453;58;28;27
454;48;28;25
455;70;28;25
456;59;28;25
457;58;28;26
458;48;28;26
459;70;27;26
460;59;28;26
461;37;29;27
462;67;30;27
463;46;28;27
464;59;27;27
465;48;28;28
466;27;27;28
467;28;26;28
468;59;27;29
469;70;28;30
470;81;29;29
471;59;29;28
472;49;29;26
473;71;29;26
474;60;29;26
475;59;29;27
476;49;29;27
477;71;28;27
478;60;29;27
479;38;30;28
480;68;31;28
481;47;29;28
482;60;28;28
483;49;29;29
484;28;28;29
485;29;27;29
486;60;28;30
487;71;29;31
488;82;30;30
489;60;30;29
490;50;30;27
491;72;30;27
492;61;30;27
493;60;30;28
494;50;30;28
495;72;29;28
496;61;30;28
497;39;31;29
498;69;32;29
499;48;30;29
500;61;29;29
501;50;30;30
502;29;29;30
503;30;28;30
504;61;29;31
505;72;30;32
506;83;31;31
507;61;31;30
508;51;31;28
509;73;31;28
510;62;31;28
511;61;31;29
512;51;31;29
513;73;30;29
514;62;31;29
515;40;32;30
516;70;33;30
517;49;31;30
518;62;30;30
519;51;31;31
520;30;30;31
521;31;29;31
522;62;30;32
523;73;31;33
524;84;32;32
525;62;32;31
526;52;32;29
527;74;32;29
528;63;32;29
529;62;32;30
530;52;32;30
531;74;31;30
532;63;32;30
533;41;33;31
534;71;34;31
535;50;32;31
536;63;31;31
537;52;32;32
538;31;31;32
539;32;30;32
540;63;31;33
541;74;32;34
542;85;33;33
543;63;33;32
544;53;33;30
545;75;33;30
546;64;33;30
547;63;33;31
548;53;33;31
549;75;32;31
550;64;33;31
551;42;34;32
552;72;35;32
553;51;33;32
554;64;32;32
555;53;33;33
556;32;32;33
557;33;31;33
558;64;32;34
559;75;33;35
560;86;34;34
561;64;34;33
562;54;34;31
563;76;34;31
564;65;34;31
565;64;34;32
566;54;34;32
567;76;33;32
568;65;34;32
569;43;35;33
570;73;36;33
571;52;34;33
572;65;33;33
573;54;34;34
574;43;1;1
575;21;2;1
576;51;3;1
577;30;2;1
578;43;3;1
579;32;2;1
580;11;2;2
581;12;2;2
582;43;1;2
583;54;2;2
584;65;2;3
585;43;2;2
586;33;1;2
587;55;1;2
588;44;1;1
589;44;2;2
590;22;3;2
591;52;4;2
592;31;3;2
593;44;4;2
594;33;3;2
595;12;3;3
596;13;3;3
597;44;2;3
598;55;3;3
599;66;3;4
600;44;3;3
601;34;2;3
602;56;2;3
603;45;2;2
604;45;3;3
605;23;4;3
606;44;2;2
607;22;3;2
608;52;4;2
609;31;3;2
610;44;4;2
611;33;3;2
612;12;3;3
613;13;3;3
614;44;2;3
615;55;3;3
616;66;3;4
617;44;3;3
618;34;2;3
619;56;2;3
620;45;2;2
621;45;3;3
622;23;4;3
623;53;5;3
624;32;4;3
625;45;5;3
626;34;4;3
627;13;4;4
628;14;4;4
629;45;3;4
630;56;4;4
631;67;4;5
632;45;4;4
633;35;3;4
634;57;3;4
635;46;3;3
636;46;4;4
637;24;5;4
638;45;3;3
639;23;4;3
640;53;5;3
641;32;4;3
642;45;5;3
643;34;4;3
644;13;4;4
645;14;4;4
646;45;3;4
647;56;4;4
648;67;4;5
649;45;4;4
650;35;3;4
651;57;3;4
652;46;3;3
653;46;4;4
654;24;5;4
655;54;6;4
656;33;5;4
657;46;6;4
658;35;5;4
659;14;5;5
660;15;5;5
661;46;4;5
662;57;5;5
663;68;5;6
664;46;5;5
665;36;4;5
666;58;4;5
667;47;4;4
668;47;5;5
669;25;6;5
670;46;4;4
671;24;5;4
672;54;6;4
673;33;5;4
674;46;6;4
675;35;5;4
676;14;5;5
677;15;5;5
678;46;4;5
679;57;5;5
680;68;5;6
681;46;5;5
682;36;4;5
683;58;4;5
684;47;4;4
685;47;5;5
686;25;6;5
687;55;7;5
688;34;6;5
689;47;7;5
690;36;6;5
691;15;6;6
692;16;6;6
693;47;5;6
694;58;6;6
695;69;6;7
696;47;6;6
697;37;5;6
698;59;5;6
699;48;5;5
700;48;6;6
701;26;7;6
702;47;5;5
703;25;6;5
704;55;7;5
705;34;6;5
706;47;7;5
707;36;6;5
708;15;6;6
709;16;6;6
710;47;5;6
711;58;6;6
712;69;6;7
713;47;6;6
714;37;5;6
715;59;5;6
716;48;5;5
717;48;6;6
718;26;7;6
719;56;8;6
720;35;7;6
721;48;8;6
722;37;7;6
723;16;7;7
724;17;7;7
725;48;6;7
726;59;7;7
727;70;7;8
728;48;7;7
729;38;6;7
730;60;6;7
731;49;6;6
732;49;7;7
733;27;8;7
734;48;6;6
735;26;7;6
736;56;8;6
737;35;7;6
738;48;8;6
739;37;7;6
740;16;7;7
741;17;7;7
742;48;6;7
743;59;7;7
744;70;7;8
745;48;7;7
746;38;6;7
747;60;6;7
748;49;6;6
749;49;7;7
750;27;8;7
751;57;9;7
752;36;8;7
753;49;9;7
754;38;8;7
755;17;8;8
756;18;8;8
757;49;7;8
758;60;8;8
759;71;8;9
760;49;8;8
761;39;7;8
762;61;7;8
763;50;7;7
764;50;8;8
765;28;9;8
766;49;7;7
767;27;8;7
768;57;9;7
769;36;8;7
770;49;9;7
771;38;8;7
772;17;8;8
773;18;8;8
774;49;7;8
775;60;8;8
776;71;8;9
777;49;8;8
778;39;7;8
779;61;7;8
780;50;7;7
781;50;8;8
782;28;9;8
783;58;10;8
784;37;9;8
785;50;10;8
786;39;9;8
787;18;9;9
788;19;9;9
789;50;8;9
790;61;9;9
791;72;9;10
792;50;9;9
793;40;8;9
794;62;8;9
795;51;8;8
796;51;9;9
797;29;10;9
798;50;8;8
799;28;9;8
800;58;10;8
801;37;9;8
802;50;10;8
803;39;9;8
804;18;9;9
805;19;9;9
806;50;8;9
807;61;9;9
808;72;9;10
809;50;9;9
810;40;8;9
811;62;8;9
812;51;8;8
813;51;9;9
814;29;10;9
815;59;11;9
816;38;10;9
817;51;11;9
818;40;10;9
819;19;10;10
820;20;10;10
821;51;9;10
822;62;10;10
823;73;10;11
824;51;10;10
825;41;9;10
826;63;9;10
827;52;9;9
828;52;10;10
829;30;11;10
830;51;9;9
831;29;10;9
832;59;11;9
833;38;10;9
834;51;11;9
835;40;10;9
836;19;10;10
837;20;10;10
838;51;9;10
839;62;10;10
840;73;10;11
841;51;10;10
842;41;9;10
843;63;9;10
844;52;9;9
845;52;10;10
846;30;11;10
847;60;12;10
848;39;11;10
849;52;12;10
850;41;11;10
851;20;11;11
852;21;11;11
853;52;10;11
854;63;11;11
855;74;11;12
856;52;11;11
857;42;10;11
858;64;10;11
859;53;10;10
860;53;11;11
861;31;12;11
862;52;10;10
863;30;11;10
864;60;12;10
865;39;11;10
866;52;12;10
867;41;11;10
868;20;11;11
869;21;11;11
870;52;10;11
871;63;11;11
872;74;11;12
873;52;11;11
874;42;10;11
875;64;10;11
876;53;10;10
877;53;11;11
878;31;12;11
879;61;13;11
880;40;12;11
881;53;13;11
882;42;12;11
883;21;12;12
884;22;12;12
885;53;11;12
886;64;12;12
887;75;12;13
888;53;12;12
889;43;11;12
890;65;11;12
891;54;11;11
892;54;12;12
893;32;13;12
894;53;11;11
895;31;12;11
896;61;13;11
897;40;12;11
898;53;13;11
899;42;12;11
900;21;12;12
901;22;12;12
902;53;11;12
903;64;12;12
904;75;12;13
905;53;12;12
906;43;11;12
907;65;11;12
908;54;11;11
909;54;12;12
910;32;13;12
911;62;14;12
912;41;13;12
913;54;14;12
914;43;13;12
915;22;13;13
916;23;13;13
917;54;12;13
918;65;13;13
919;76;13;14
920;54;13;13
921;44;12;13
922;66;12;13
923;55;12;12
924;55;13;13
925;33;14;13
926;54;12;12
927;32;13;12
928;62;14;12
929;41;13;12
930;54;14;12
931;43;13;12
932;22;13;13
933;23;13;13
934;54;12;13
935;65;13;13
936;76;13;14
937;54;13;13
938;44;12;13
